index,y_hat,labels,y_hat_1,labels_1,y_hat_2,labels_2,y_hat_3,labels_3,y,anomalies,y_hat_6
2022-12-08 01:00:00,20724.22259391181,0,23029.998449045917,0,23029.998449045917,0,23029.998449045917,0,21850.25867151429,0,23029.998449045917
2022-12-08 02:00:00,21264.50673934951,0,23570.282594483615,0,23570.282594483615,0,23570.282594483615,0,22390.542816951987,0,23570.282594483615
2022-12-08 03:00:00,21095.604704488887,0,23401.380559622994,0,23401.380559622994,0,23401.380559622994,0,22221.640782091366,0,23401.380559622994
2022-12-08 04:00:00,20641.602001839627,0,22947.377856973733,0,22947.377856973733,0,22947.377856973733,0,21767.638079442106,0,22947.377856973733
2022-12-08 05:00:00,20108.80967214141,0,22414.585527275518,0,22414.585527275518,0,22414.585527275518,0,21234.84574974389,0,22414.585527275518
2022-12-08 06:00:00,19032.277003459105,0,21338.05285859321,0,21338.05285859321,0,21338.05285859321,0,20158.313081061584,0,21338.05285859321
2022-12-08 07:00:00,17518.50459846797,0,19824.280453602078,0,19824.280453602078,0,19824.280453602078,0,18644.54067607045,0,19824.280453602078
2022-12-08 08:00:00,16824.412822464135,0,19130.188677598242,0,19130.188677598242,0,19130.188677598242,0,17950.448900066614,0,19130.188677598242
2022-12-08 09:00:00,16772.734815621632,0,19078.51067075574,0,19078.51067075574,0,19078.51067075574,0,17898.77089322411,0,19078.51067075574
2022-12-08 10:00:00,16641.130956964214,0,18946.90681209832,0,18946.90681209832,0,18946.90681209832,0,17767.167034566693,0,18946.90681209832
2022-12-08 11:00:00,17022.21386879349,0,19327.989723927596,0,19327.989723927596,0,19327.989723927596,0,18148.24994639597,0,19327.989723927596
2022-12-08 12:00:00,17669.691282824042,0,19975.46713795815,0,19975.46713795815,0,19975.46713795815,0,18795.72736042652,0,19975.46713795815
2022-12-08 13:00:00,18777.001559870732,0,21082.77741500484,0,21082.77741500484,0,21082.77741500484,0,19903.03763747321,0,21082.77741500484
2022-12-08 14:00:00,19514.90294098469,0,21820.6787961188,0,21820.6787961188,0,21820.6787961188,0,20640.93901858717,0,21820.6787961188
2022-12-08 15:00:00,20280.45665352049,0,22586.232508654597,0,22586.232508654597,0,22586.232508654597,0,21406.49273112297,0,22586.232508654597
2022-12-08 16:00:00,20287.239720914084,0,22593.01557604819,0,22593.01557604819,0,22593.01557604819,0,21413.275798516563,0,22593.01557604819
2022-12-08 17:00:00,20533.7300584986,0,22839.505913632707,0,22839.505913632707,0,22839.505913632707,0,21659.76613610108,0,22839.505913632707
2022-12-08 18:00:00,20166.239280640715,0,22472.015135774822,0,22472.015135774822,0,22472.015135774822,0,21292.275358243194,0,22472.015135774822
2022-12-08 19:00:00,18965.699436286584,0,21271.47529142069,0,21271.47529142069,0,21271.47529142069,0,20091.735513889063,0,21271.47529142069
2022-12-08 20:00:00,17337.332648154243,0,19643.10850328835,0,19643.10850328835,0,19643.10850328835,0,18463.36872575672,0,19643.10850328835
2022-12-08 21:00:00,17013.715753942677,0,19319.491609076784,0,19319.491609076784,0,19319.491609076784,0,18139.751831545156,0,19319.491609076784
